selected;Spalte1;question_ID;question;full_question_ID;list_answer_options;list_answer_no_refusal;len_answer_options;odd_answer_options;list_answer_no_middle;original_emotional_prime;original_personality_prime;list_answer_options_reversed;_merge;question_typo;question_letter_swap;question_synonym;question_paraphrased;question_keyboardtypo
0;522;Q131;Secure in neighbourhood Could you tell me how secure do you feel these days in your neighbourhood? ;Q131;"['1=Very secure ', '2=Quite secure ', '3=Not very secure ', '4=Not at all secure', ""-1=Don't know""]";['1=Very secure ', '2=Quite secure ', '3=Not very secure ', '4=Not at all secure'];4;False;"['1=Very secure ', '2=Quite secure ', '3=Not very secure ', '4=Not at all secure', ""-1=Don't know""]";"[1=Very secure , 2=Quite secure , 3=Not very secure , 4=Not at all secure, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very secure , 2=Quite secure , 3=Not very secure , 4=Not at all secure, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all secure', '3=Not very secure ', '2=Quite secure ', '1=Very secure ']";both;Sbcure iz neighbourhood Could you tell fe wow secure do you fenl these drys im your neibhbourhood?;Secure in neighbourhood Cuold you tell me how seeurc od oyu feel these days in your neighbourhood?;Safe in vicinity Could you tell me how safe do you feel these days in your vicinity?  ;How safe do you feel in your neighborhood these days?  ;Secuee in neighbourhood Coild ypu tell me how securw fo yoy feel these dats on your neighbourhood?
0;523;Q132;Frequency in your neighbourhood: Robberies How frequently do the following things occur in your neighbourhood? Robberies;Q132;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently'];4;False;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all frequently', '3=Not frequently ', '2=Quite frequently ', '1=Very frequently ']";both;Frequencl if your neighbouwhood: cobberies How frequently dq bhe folvowing things occur ie your neighbourhood? Robberies;Frequency in your negihbourhood: Robberies How frequently do eht following things occur in your neighbourohod? oRbberies;  Occurrence  in your  vicinity :  Thefts  How  often  do the following things  happen  in your neighbourhood?  Thefts    ;How often do robberies occur in your neighborhood?  ;Frequenct on your neighbourhood: Robberies How frequentky do tje following tjings occur im your neighbourhood? Robbwries
0;524;Q133;Frequency in your neighbourhood: Alcohol consumed in the streets How frequently do the following things occur in your neighbourhood? Alcohol consumed in the streets;Q133;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently'];4;False;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all frequently', '3=Not frequently ', '2=Quite frequently ', '1=Very frequently ']";both;Frequency in your neighbourhoods Alcohol consumed bn the streets How fzequently do the follocing thingx odcur in yowr neighbourhood? Aicohol cvnsumed qn thk streess;Frequency ni your neighbourhood: Alcohol consumed in hte srteets woH frequently od the following things occur in yruo neighbourhood? Alcohol consumed in the streets;Frequency in your  vicinity : Alcohol consumed in the  thoroughfares  How  often  do the following things occur in your neighbourhood? Alcohol consumed in the  roads   ;How often do you see people drinking alcohol in the streets of your neighborhood?  ;Freqyency in your neighbourhood: Alcohol consumed in the streets How frequently di the following thongs occue ib uour neughbourhood? Alcohok comsumed on thr streets
0;525;Q134;Frequency in your neighbourhood: Police or military interfere with peoplea private life How frequently do the following things occur in your neighbourhood? Police or military interfere with peoplea private life;Q134;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently'];4;False;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all frequently', '3=Not frequently ', '2=Quite frequently ', '1=Very frequently ']";both;Frequencg io youu neiggbourhood: Phlice or military interfere with peoplea mrivate lmfe Hos frequently do the following things oczur in your neighbourhood? Police yr milutary integfere whth peowlea private lifa;Frequency in your neighbourhood: Police ro military interfere wtih aeoplep ptivare life How frequently od teh following things occur in oyur neighbourhood? Police or military interfere with peoplea private life;Frequency in your vicinity: Police or military meddle with people's private life How often do the following things happen in your neighborhood? Police or military intervene with people's private life  ;How often do police or military personnel intervene in the private lives of residents in your neighborhood?  ;Frequency in youe neigjbourhood: Police or militaey onterfere with peoplra private kife How grequently do the folkowing things ocxur in your neighbourhood? Pokice pr militart imterfere with peoplea private kife
0;526;Q135;Frequency in your neighbourhood: Racist behavior How frequently do the following things occur in your neighbourhood? Racist behavior;Q135;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently'];4;False;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all frequently', '3=Not frequently ', '2=Quite frequently ', '1=Very frequently ']";both;Frequency tn yoer neighbouahood: Racipt behavior How frequently dp ahe following thingv occur zn your neighbourhood? Racist gehavior;Frequency ni yoru neighbourhood: Racist behavior How frequently do the ofllowing things occur in your neighbourdooh? Racist behavior;  Prevalence  in your neighbourhood:  Bigoted  behavior How  often  do the following things occur in your neighbourhood?  Prejudiced  behavior   ;How often do you encounter racist behavior in your neighborhood?  ;Frequency in your neighbourhood: Racist behavioe Hoe frequently dp the folkowing things ocxur on your neighbourhoof? Racist behavuor
0;527;Q136;Frequency in your neighbourhood: Drug sale in streets How frequently do the following things occur in your neighbourhood? Drug sale in streets;Q136;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently'];4;False;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all frequently', '3=Not frequently ', '2=Quite frequently ', '1=Very frequently ']";both;Freqwency ik youd neighbourhoid: Drug salv qn streuts Hsw frequently do the following things occur ia your neighboujhood? Drug sale in streetl;Frequency in your neighbourhood: Drug sale in streest How frequently do hte loflowing things occur in yoru neighbourhood? Drug sale ni streets;;How often do you see drug sales happening in your neighborhood?  ;Frwquency in your neughbourhood: Drug ssle ib streets How frequently do the followimg thungs occur on yoir neighbourhood? Drug dale im syreets
0;528;Q137;Frequency in your neighbourhood: Street violence and fights How frequently do the following things occur in your neighbourhood? Street violence and fights;Q137;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently'];4;False;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all frequently', '3=Not frequently ', '2=Quite frequently ', '1=Very frequently ']";both;Frequency in gour keighbourhood: Streer violence anf fights How frnquently co toe following things occcr in your neighbourhoyd? Street violence add fights;Frequency ni uoyr neighbourhood: Street violence adn fights How frequently do teh following things occur in your neighbourhood? Street violence and fights;;How often do you experience street violence and fights in your neighborhood?  ;Frequency in ypur neighbourhood: Street violencw and fihhts How frequemtly do tje gollowing things occyr in your neighbourhpod? Streey violence anf fights
0;529;Q138;Frequency in your neighbourhood: Sexual harassment How frequently do the following things occur in your neighbourhood? Sexual harassment;Q138;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently'];4;False;"['1=Very frequently ', '2=Quite frequently ', '3=Not frequently ', '4=Not at all frequently', ""-1=Don't know""]";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very frequently , 2=Quite frequently , 3=Not frequently , 4=Not at all frequently, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all frequently', '3=Not frequently ', '2=Quite frequently ', '1=Very frequently ']";both;srequency in your neighbjurhood: Sexual harausment jow frenuently mo the following things occur an your neighbourhood? Sexual harassmens;Frequency ni your neighbourhood: Sexual harassment How frequently do the foglowinl things occur ni your neighbourhood? uexSal harassment;;;Frequency in tour neighbourhood: Sexual harassment How freqiently do the foklowing thinfs occue in yoir neighbourhpod? Sexual harassment
0;530;Q139;Things done for reasons of security: Didto carry much money Which of the following things have you done for reasons of security? Didto carry much money;Q139;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;False;"['1=Yes ', '2=No', ""-1=Don't know""]";"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;shings done for reasons of secuhity: qidto carry much mpney Whish of tue followino things pave you drne fof reasons of sekurity? Didto carry cuch aoney;Things done for reasons of security: Dodti rarcy much money Which of the ofllowing things have you odne for rsaeons of security? Dtdio carry much money;Here's the string with five words replaced by synonyms:    Items  done for reasons of  safety :  Did  you carry much money?  Which  of the following  items  have you done for reasons of  safety ? Did you carry much money    Here are the changes:  *  Things  ->  Items   *  Security  ->  Safety  *  Didto  ->  Did   *  Which  ->  Which  (This is already a synonym for itself) *  Things  ->  Items   *  Security  ->  Safety   ;For security reasons, have you ever carried a significant amount of cash?  ;Things sone for reasons od srcurity: Dudto carry muxh mpney Whoch od yhe fillowing things have you done fir reaspns of security? Difto carry much money
0;531;Q140;Things done for reasons of security: Preferred not to go out at night Which of the following things have you done for reasons of security? Preferred not to go out at night;Q140;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;False;"['1=Yes ', '2=No', ""-1=Don't know""]";"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Thimgs dowe for eeasons oh security: Preferred qot bo ga out at yight Which mf the following things have you done foy rebsons jf security? Preferred nrt to gp out at nighu;Things done rof erasons of security: Preferred not to go out at night Which fo eht following tsingh have you done rof reasons fo security? Preferred nto to go out at night;Here's the string with five words replaced with synonyms:    Matters  done for reasons of  safety :  Favored  not to go out at night Which of the  following  things have you done for reasons of  security ?  Favored  not to go out at night    I replaced:  *  Things  with  Matters  *  security  with  safety  *  Preferred  with  Favored   *  following  with  subsequent  *  security  with  security  (I kept this one the same)   Let me know if you'd like to try another round of synonym replacement!  ;For security reasons, some people choose to avoid going out at night.  ;Thimgs donw fpr reasons of securuty: Preferred npt to go out at nighr Which if thr following thongs gave yoi done for reasons of security? Prrferred noy to go oit at nighy
0;532;Q141;Things done for reasons of security: Carried a knife, gun or other weapon Which of the following things have you done for reasons of security? Carried a knife, gun or other weapon;Q141;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;False;"['1=Yes ', '2=No', ""-1=Don't know""]";"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Things doxe for reahons of securityg Carpied a knifei sun or other weapon Which of tge following txings have uou done for reasoes of securiqy? Carried a knifeu gjn on other weahon;Thisgn done for reasons fo security: Carride a knife, gun ro other weapon Which of the foglowinl things ahve you done rof reasons of security? Carried a knife, gun ro other weapon; Matters done for reasons of safety: Carried a blade, firearm or other weapon Which of the following things have you done for reasons of safety? Carried a blade, firearm or other weapon   ;For safety reasons, have you ever carried a knife, gun, or other weapon?  ;Thungs done for reasons if sevurity: Carried a knufe, gun ir other weapon Which od thw folkowing things have you done fir reasons if securitt? Carried a knife, gun or othwr weapom
0;533;Q142;Worries: Losing my job or not finding a job To what degree are you worried about the following situations? Losing my job or not finding a job;Q142;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all'];4;False;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all', '3=Not much ', '2=A good deal ', '1=Very much ']";both;Worries: Losing ky job sr njt kinding a jjb To what degree are you worried about phe following sitxations? Losing my job or nht fznding a jos;Worries: Lisong my job ro not finding a job To what degree rae you worried about hte following situations? Losing ym boj or not finding a job; Concerns: Losing my job or not finding a position To what degree are you anxious about the following scenarios? Losing my job or not finding a position   ;How concerned are you about losing your current job or being unable to find a new one?  ;Worriws: Losong my job or mot finding a jon To what degree are yiu worrief sbout the following situations? Losing ny job or bot findimg a job
0;534;Q143;Worries: Not being able to give onea children a good education To what degree are you worried about the following situations? Not being able to give onea children a good education;Q143;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all'];4;False;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all', '3=Not much ', '2=A good deal ', '1=Very much ']";both;Wlrries: Not beeng able to dive onei children a good ezucation To what degree are you worrird about phe following sitcations? kot bezng able to gjve onea chiljren a good ekucation;Worries: Not benig able ot give onea children a good edtcauion To what degree are you worried about the follwoing situations? Not iebng able to give onea children a good education; Concerns: Not being able to provide one's children a good education To what degree are you anxious about the following situations? Not being able to provide one's children a good education   ;Concerns about providing a quality education for one's children are a significant worry.  ;Worries: Not being able to gice onea childrrn a good education To qhat degrwe arr ypu worroed about the followinh situations? Not veing able ti give onea childreb a giod wducation
0;535;Q144;Respondent was victim of a crime during the past year Have you been the victim of a crime during the past year? ;Q144;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;False;"['1=Yes ', '2=No', ""-1=Don't know""]";"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Responlent was vivtim pf a crime during the pazt year Have jou beeh the victdm of a creme during the past yegr?;Respondent was victim of a crime during the past year aHve oyu been eht victim fo a crime during the psat year?;  Plaintiff  was  injured  by a  felony  during the past year Have you been the  target  of a  crime  during the past year?    ;The survey participant reported being a crime victim within the last year.  ;Respondent wss victom of a crime during thr pasr uear Have tou bewn the victim of a crime during the psst year?
0;536;Q145;Respondenta family was victim of a crime during la st year And what about your immediate familyhas someone in your family been the victim of a crime during the last year? ;Q145;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;False;"['1=Yes ', '2=No', ""-1=Don't know""]";"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Resppndenta family was victim of a crite durink la st mear Ann what aboul your immediate familyhas someoje qn youv family bgen bhe uictim of a crime duxing bhe last year?;Respondenta family was victim fo a crime during la ts year And what about your immediate familyhas someone in yoru family been the vimtic of a criem during teh last year?;  Respondent's  family was  victimized  by a  crime  during  last  year. And what about your immediate family,  has  someone in your family been the  victim  of a crime during the last year?   ;The respondent's family and your immediate family were both victims of crimes within the past year.  ;Respondenta family was vixtim od a crume during ls st year And what anout yout immediste familyhas someone in yiur famuly beem the victim if a crime during the laat tear?
0;537;Q146;Worries: A war involving my country To what degree are you worried about the following situations? A war involving my country;Q146;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all'];4;False;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all', '3=Not much ', '2=A good deal ', '1=Very much ']";both;Worrles: A wae involving xy country To zhat degree ale yoi worried about thw following situasions? A was tnvolving my country;Worries: A raw involving my country To what degere are you wordier about teh following situations? A wra involving my country;Here's the string with five words replaced by synonyms:    Concerns : A  conflict  involving my country To what degree are you  anxious  about the following  circumstances ? A  conflict  involving my country    Here's a breakdown of the replacements:  *  Worries  -> Concerns *  War  -> Conflict (used twice) *  Degree  -> Extent *  Worried  -> Anxious  *  Situations  -> Circumstances  ;The query asks about the level of concern regarding a potential war involving the user's country.  ;Worries: A wat inbolving my countey To ehat fegree are yiu worrird about the following situations? A war involving mt country
0;538;Q147;Worries: A terrorist attack To what degree are you worried about the following situations? A terrorist attack;Q147;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all'];4;False;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all', '3=Not much ', '2=A good deal ', '1=Very much ']";both;Worroes: A tfrrorist attack go what degree afe you worried abouo the following situations? A terrorisz attack;Worries: A terrsriot attack To what degree are you worried abtuo teh following situations? A terrorist attack; Concerns: A terrorist assault To what degree are you anxious about the following situations? A terrorist assault   ;How concerned are you about the possibility of a terrorist attack?  ;Wotries: A terrorist attack To whst degree are you worried about thw folloqing siyuations? A terrorust attavk
0;539;Q148;Worries: A civil war To what degree are you worried about the following situations? A civil war;Q148;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all'];4;False;"['1=Very much ', '2=A good deal ', '3=Not much ', '4=Not at all', ""-1=Don't know""]";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very much , 2=A good deal , 3=Not much , 4=Not at all, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all', '3=Not much ', '2=A good deal ', '1=Very much ']";both;Wrrries: A civil war uo whnt degree are yon worried about ohe following sitmations? A civjl wai;Worries: A civil war To what degree rae you worreid about the following situations? A clvii wra; Concerns: A domestic conflict To what degree are you anxious about the following situations? A domestic conflict   ;To what extent are you concerned about the possibility of a civil war?  ;Worries: A civil wsr Ti whar dehree sre yoi worried about tje following situations? A civil war
0;540;Q149;Freedom and EqualityWhich more important Most people consider both freedom and equality to be important, but if you had to choose between them, which one would you consider more important? ;Q149;"['1. Freedom ', '2. Equality', ""-1=Don't know""]";['1. Freedom ', '2. Equality'];2;False;"['1. Freedom ', '2. Equality', ""-1=Don't know""]";"[1. Freedom , 2. Equality, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1. Freedom , 2. Equality, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2. Equality', '1. Freedom ']";both;Freedom and EqualityWhich morg impmrtant Most people cjnsider both freedom aed equalijy tm be important, dut is you had th choose betzeen them, which onn sould you consizer mure imporvant?;Freedom and EqualityWhich more important Most people consider bhto freedom dna eqialuty to be important, btu if you had to choose between ehtm, which eno uowld you consider more important?; Liberty and Equality Which more significant Most people consider both liberty and equality to be significant, but if you had to choose between them, which one would you consider more significant?    ;The question of whether freedom or equality holds greater importance is a common one. While many believe both are essential, if forced to prioritize, which value would you choose?  ;Frewdom ans EqualiyyWhich mote importamt Most people consifer both freedon and equaluty ti be important, but if you gad to choise between them, ehich one woild you considrr nore important?
0;541;Q150;Freedom and securityWhich more important Most people consider both freedom and security to be important, but if you had to choose between them, which one would you consider more important? ;Q150;"['1. Freedom ', '2. Security', ""-1=Don't know""]";['1. Freedom ', '2. Security'];2;False;"['1. Freedom ', '2. Security', ""-1=Don't know""]";"[1. Freedom , 2. Security, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1. Freedom , 2. Security, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2. Security', '1. Freedom ']";both;Freedom and securityWhich morv important Mdst prople consider both freedqm and selurity qo be importann, eut pf you had to choose betwxen them, which onw would you consrder morx important?;Freodem and sectriuyWhich more important Most people consider bhto freedom and secuyitr to be important, but if uoy had to choose benweet them, which one would you consider mero important?;Liberty and safety Which more significant Most people consider both liberty and safety to be important, but if you had to choose between them, which one would you consider more significant?  ;Many people value both freedom and security, but if forced to choose, which one would you prioritize?  ;Freedom and sevurityWhich nore important Mosr people conaider borh frredom abd security to bw imoortant, but if you had yo choose betqeen then, which ome would yoi comsider more important?
0;542;Q151;Willingness to fight for country Of course, we all hope that there will not be another war, but if it were to come to that, would you be willing to fight for your country? ;Q151;"['1=Yes ', '2=No', ""-1=Don't know""]";['1=Yes ', '2=No'];2;False;"['1=Yes ', '2=No', ""-1=Don't know""]";"[1=Yes , 2=No, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Yes , 2=No, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '2=No', '1=Yes ']";both;Wvllingness eo fight for countvy Ox coursz, ze all dope mhat there will nzt be another ware but if it wvre tk ckme do that, would yau be willing tr fiwht for your country?;Willingness ot fight for country fO course, we lla hope that there will not be another war, but if it were to come ot thta, would you eb willing ot fgiht for your country?; Readiness to combat for nation Of course, we all hope that there will not be another war, but if it were to come to that, would you be prepared to fight for your nation?    ;It's natural to hope for peace, but if war were to occur, would you be prepared to defend your nation?  ;Willingness tp fihht for country Of course, we all hopr yhat there will nor be snother wsr, buy uf iy were to cone to rhat, would uou be willing to fifht fpr your counyry?
0;543;Q152;Aims of country: first choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the most important? ;Q152;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;False;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;Aims oj country: firsc choice Pyople soletimes talk abmut what the aius on this country sqould bc oor the nexb ten yeaks. tn fhis card arj listed some rf ohe goals which oifferent people would geve top lriority. Woxld you please say which lne of these you consider thb mvst important?;Aims of country: first choice People sometimes talk baout waht the aims of this touncry should be ofr the ntxe ten years. On ihts card are lestid some of teh goals which different people would give pot priority. Would you please say which one of these you consider hte somt important?;Here's the string with five words replaced by synonyms:    Objectives  of country: first choice  Individuals  sometimes  discuss  about what the  objectives  of this country should be for the next ten years. On this card are listed some of the  goals  which different people would give top priority. Would you please say which one of these you consider the most important?     Replaced words and their synonyms:   *  Aims  -> Objectives *  People  -> Individuals *  Talk  -> Discuss *  Aims  -> Objectives (again, for variety) *  Goals  -> Goals (using a synonym for  goals  might be less impactful)  ;Many people discuss the priorities for this country over the next decade. This card presents various goals that different individuals consider paramount. Please identify the goal you believe is most important.  ;Aims of country: firsy choicw People sometines tslk avout what the aims if thid vountry shpuld ne fot the next ten years. Om yhis card aee listed sone of thw goald which different peopke would give too prioritu. Woild you please say which one od these you conaider the nost important?
0;544;Q153;Aims of country: second choice People sometimes talk about what the aims of this country should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most important? ;Q153;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";['3 batteries, ', '4 options in each'];2;False;"['3 batteries, ', '4 options in each', ""-1=Don't know""]";"[3 batteries, , 4 options in each, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[3 batteries, , 4 options in each, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4 options in each', '3 batteries, ']";both;Aims of country: sewond choyce People sometimes qalk aboun what thw aies oy thil country shduld be for the next ten yeaps. On thrs card ere listed some zf she glals whicq cifferent pqople woulq zive top priority. iould you please way which ooe of thbse you considet yhe second most important?;Aims of country: escond ihocce People sometimes latk about hwat the asmi of this country should be ofr teh next ten years. On this darc are listed some of the goals which dieferfnt people would give top priority. Would you please say which one of these oyu consider the escond msot important?; Objectives of nation: alternate selection People sometimes discuss what the objectives of this nation should be for the next ten years. On this card are listed some of the goals which different people would give top priority. Would you please say which one of these you consider the second most significant?    ;When people discuss national goals for the next decade, there are various priorities.  Please select the second most important aim from the following list.  ;Aims of country: second choixe People somrtimes talk about whst the aimd of thos country shoukd bw fpr tje nezt ten years. On tgis carf sre listed some if thw goals which diffrrent people would givr tip priority. Wiuld yiu please say wgich one of rhese ypu consider the secpnd mpst important?
