,Category,Question,Model,Type,KL Divergence
631,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Even Scale,11.36
632,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Reversed Answer Options,14.2
633,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Emotional Priming,0.0
634,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Key Typos,8.52
635,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Letter Swap,0.0
636,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Synonyms,0.0
637,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Paraphrase,0.0
638,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Keyboard Typos,5.82
639,Political and Social Activism,Q220,Llama-3.3-70B-Instruct,Paraphrase x Reversed,5.89
640,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Missing Refusal,0.0
641,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Even Scale,11.95
642,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Reversed Answer Options,1.62
643,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Emotional Priming,0.0
644,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Key Typos,0.08
645,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Letter Swap,0.02
646,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Synonyms,0.09
647,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Paraphrase,5.94
648,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Keyboard Typos,0.16
649,Political and Social Activism,Q220,Llama-3.1-8B-Instruct,Paraphrase x Reversed,9.14
650,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Missing Refusal,3.66
651,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Even Scale,6.15
652,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Reversed Answer Options,0.52
653,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Emotional Priming,2.21
654,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Key Typos,1.46
655,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Letter Swap,1.3
656,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Synonyms,2.24
657,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Paraphrase,6.17
658,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Keyboard Typos,4.11
659,Political and Social Activism,Q220,Llama-3.2-3B-Instruct,Paraphrase x Reversed,6.24
660,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Missing Refusal,1.07
661,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Even Scale,1.67
662,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Reversed Answer Options,0.72
663,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Emotional Priming,1.59
664,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Key Typos,1.02
665,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Letter Swap,0.95
666,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Synonyms,0.15
667,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Paraphrase,3.8
668,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Keyboard Typos,3.52
669,Political and Social Activism,Q220,Llama-3.2-1B-Instruct,Paraphrase x Reversed,3.61
670,Political and Social Activism,Q220,Gemini-1.5-Pro,Missing Refusal,2.84
671,Political and Social Activism,Q220,Gemini-1.5-Pro,Even Scale,11.36
672,Political and Social Activism,Q220,Gemini-1.5-Pro,Reversed Answer Options,3.03
673,Political and Social Activism,Q220,Gemini-1.5-Pro,Emotional Priming,5.68
674,Political and Social Activism,Q220,Gemini-1.5-Pro,Key Typos,5.68
675,Political and Social Activism,Q220,Gemini-1.5-Pro,Letter Swap,8.52
676,Political and Social Activism,Q220,Gemini-1.5-Pro,Synonyms,8.52
677,Political and Social Activism,Q220,Gemini-1.5-Pro,Paraphrase,11.36
678,Political and Social Activism,Q220,Gemini-1.5-Pro,Keyboard Typos,8.52
679,Political and Social Activism,Q220,Gemini-1.5-Pro,Paraphrase x Reversed,17.03
680,Political and Social Activism,Q220,Phi-3.5-mini,Missing Refusal,0.0
681,Political and Social Activism,Q220,Phi-3.5-mini,Even Scale,17.03
682,Political and Social Activism,Q220,Phi-3.5-mini,Reversed Answer Options,5.68
683,Political and Social Activism,Q220,Phi-3.5-mini,Emotional Priming,0.0
684,Political and Social Activism,Q220,Phi-3.5-mini,Key Typos,5.68
685,Political and Social Activism,Q220,Phi-3.5-mini,Letter Swap,0.0
686,Political and Social Activism,Q220,Phi-3.5-mini,Synonyms,0.0
687,Political and Social Activism,Q220,Phi-3.5-mini,Paraphrase,0.0
688,Political and Social Activism,Q220,Phi-3.5-mini,Keyboard Typos,2.84
689,Political and Social Activism,Q220,Phi-3.5-mini,Paraphrase x Reversed,0.0
690,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Missing Refusal,5.68
691,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Even Scale,11.36
692,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Reversed Answer Options,2.84
693,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Emotional Priming,5.68
694,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Key Typos,11.36
695,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Letter Swap,8.52
696,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Synonyms,11.36
697,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Paraphrase,8.52
698,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Keyboard Typos,11.36
699,Political and Social Activism,Q220,Mistral-7B-Instruct-v0.3,Paraphrase x Reversed,11.36
700,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Missing Refusal,6.59
701,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Even Scale,8.51
702,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Reversed Answer Options,12.96
703,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Emotional Priming,3.91
704,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Key Typos,5.58
705,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Letter Swap,2.82
706,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Synonyms,4.52
707,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Paraphrase,8.31
708,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Keyboard Typos,8.36
709,Political and Social Activism,Q220,Qwen-2.5-7B-Instruct,Paraphrase x Reversed,11.17
710,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Missing Refusal,5.68
711,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Even Scale,17.03
712,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Reversed Answer Options,17.03
713,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Emotional Priming,8.52
714,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Key Typos,8.52
715,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Letter Swap,5.68
716,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Synonyms,5.68
717,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Paraphrase,11.36
718,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Keyboard Typos,5.68
719,Political and Social Activism,Q220,Yi-1.5-6B-Chat,Paraphrase x Reversed,17.03
720,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Missing Refusal,0.25
721,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Even Scale,7.16
722,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Reversed Answer Options,5.63
723,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Emotional Priming,0.18
724,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Key Typos,0.35
725,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Letter Swap,2.57
726,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Synonyms,2.79
727,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Paraphrase,8.7
728,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Keyboard Typos,0.22
729,Perception of Elections,Q230,Llama-3.3-70B-Instruct,Paraphrase x Reversed,11.31
730,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Missing Refusal,8.81
731,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Even Scale,1.81
732,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Reversed Answer Options,9.1
733,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Emotional Priming,0.18
734,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Key Typos,0.8
735,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Letter Swap,0.32
736,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Synonyms,3.38
737,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Paraphrase,1.2
738,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Keyboard Typos,0.4
739,Perception of Elections,Q230,Llama-3.1-8B-Instruct,Paraphrase x Reversed,8.77
740,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Missing Refusal,9.31
741,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Even Scale,0.4
742,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Reversed Answer Options,6.04
743,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Emotional Priming,0.74
744,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Key Typos,2.97
745,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Letter Swap,1.38
746,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Synonyms,0.68
747,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Paraphrase,4.1
748,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Keyboard Typos,0.7
749,Perception of Elections,Q230,Llama-3.2-3B-Instruct,Paraphrase x Reversed,6.64
750,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Missing Refusal,0.94
751,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Even Scale,6.17
752,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Reversed Answer Options,12.92
753,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Emotional Priming,2.72
754,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Key Typos,0.74
755,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Letter Swap,1.08
756,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Synonyms,1.0
757,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Paraphrase,0.51
758,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Keyboard Typos,0.5
759,Perception of Elections,Q230,Llama-3.2-1B-Instruct,Paraphrase x Reversed,14.19
760,Perception of Elections,Q230,Gemini-1.5-Pro,Missing Refusal,6.41
761,Perception of Elections,Q230,Gemini-1.5-Pro,Even Scale,9.85
762,Perception of Elections,Q230,Gemini-1.5-Pro,Reversed Answer Options,10.85
763,Perception of Elections,Q230,Gemini-1.5-Pro,Emotional Priming,6.44
764,Perception of Elections,Q230,Gemini-1.5-Pro,Key Typos,7.74
765,Perception of Elections,Q230,Gemini-1.5-Pro,Letter Swap,4.88
766,Perception of Elections,Q230,Gemini-1.5-Pro,Synonyms,3.43
767,Perception of Elections,Q230,Gemini-1.5-Pro,Paraphrase,6.36
768,Perception of Elections,Q230,Gemini-1.5-Pro,Keyboard Typos,4.89
769,Perception of Elections,Q230,Gemini-1.5-Pro,Paraphrase x Reversed,16.8
770,Perception of Elections,Q230,Phi-3.5-mini,Missing Refusal,5.68
771,Perception of Elections,Q230,Phi-3.5-mini,Even Scale,5.68
772,Perception of Elections,Q230,Phi-3.5-mini,Reversed Answer Options,14.2
773,Perception of Elections,Q230,Phi-3.5-mini,Emotional Priming,5.68
774,Perception of Elections,Q230,Phi-3.5-mini,Key Typos,5.68
775,Perception of Elections,Q230,Phi-3.5-mini,Letter Swap,8.52
776,Perception of Elections,Q230,Phi-3.5-mini,Synonyms,5.68
777,Perception of Elections,Q230,Phi-3.5-mini,Paraphrase,14.2
778,Perception of Elections,Q230,Phi-3.5-mini,Keyboard Typos,8.52
779,Perception of Elections,Q230,Phi-3.5-mini,Paraphrase x Reversed,14.2
780,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Missing Refusal,5.68
781,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Even Scale,11.36
782,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Reversed Answer Options,2.84
783,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Emotional Priming,2.84
784,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Key Typos,5.68
785,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Letter Swap,8.52
786,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Synonyms,5.68
787,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Paraphrase,11.36
788,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Keyboard Typos,8.52
789,Perception of Elections,Q230,Mistral-7B-Instruct-v0.3,Paraphrase x Reversed,14.2
790,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Missing Refusal,15.44
791,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Even Scale,2.33
792,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Reversed Answer Options,4.75
793,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Emotional Priming,6.93
794,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Key Typos,1.25
795,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Letter Swap,1.36
796,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Synonyms,4.2
797,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Paraphrase,4.2
798,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Keyboard Typos,1.25
799,Perception of Elections,Q230,Qwen-2.5-7B-Instruct,Paraphrase x Reversed,5.56
800,Perception of Elections,Q230,Yi-1.5-6B-Chat,Missing Refusal,2.84
801,Perception of Elections,Q230,Yi-1.5-6B-Chat,Even Scale,2.84
802,Perception of Elections,Q230,Yi-1.5-6B-Chat,Reversed Answer Options,14.2
803,Perception of Elections,Q230,Yi-1.5-6B-Chat,Emotional Priming,2.84
804,Perception of Elections,Q230,Yi-1.5-6B-Chat,Key Typos,8.52
805,Perception of Elections,Q230,Yi-1.5-6B-Chat,Letter Swap,8.52
806,Perception of Elections,Q230,Yi-1.5-6B-Chat,Synonyms,2.84
807,Perception of Elections,Q230,Yi-1.5-6B-Chat,Paraphrase,11.36
808,Perception of Elections,Q230,Yi-1.5-6B-Chat,Keyboard Typos,2.84
809,Perception of Elections,Q230,Yi-1.5-6B-Chat,Paraphrase x Reversed,11.36
810,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Missing Refusal,0.05
811,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Even Scale,8.52
812,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Reversed Answer Options,2.84
813,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Emotional Priming,2.84
814,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Key Typos,5.68
815,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Letter Swap,5.8
816,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Synonyms,2.84
817,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Paraphrase,2.84
818,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Keyboard Typos,11.36
819,Perception of Democracy,Q248,Llama-3.3-70B-Instruct,Paraphrase x Reversed,2.85
820,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Missing Refusal,6.43
821,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Even Scale,7.02
822,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Reversed Answer Options,2.33
823,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Emotional Priming,1.55
824,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Key Typos,3.5
825,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Letter Swap,1.8
826,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Synonyms,1.01
827,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Paraphrase,7.17
828,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Keyboard Typos,1.65
829,Perception of Democracy,Q248,Llama-3.1-8B-Instruct,Paraphrase x Reversed,9.2
830,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Missing Refusal,1.54
831,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Even Scale,6.68
832,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Reversed Answer Options,5.03
833,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Emotional Priming,0.83
834,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Key Typos,6.0
835,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Letter Swap,2.58
836,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Synonyms,0.24
837,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Paraphrase,5.26
838,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Keyboard Typos,1.94
839,Perception of Democracy,Q248,Llama-3.2-3B-Instruct,Paraphrase x Reversed,8.7
840,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Missing Refusal,1.0
841,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Even Scale,0.76
842,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Reversed Answer Options,2.0
843,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Emotional Priming,4.6
844,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Key Typos,5.5
845,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Letter Swap,3.19
846,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Synonyms,1.87
847,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Paraphrase,9.93
848,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Keyboard Typos,6.54
849,Perception of Democracy,Q248,Llama-3.2-1B-Instruct,Paraphrase x Reversed,7.87
850,Perception of Democracy,Q248,Gemini-1.5-Pro,Missing Refusal,0.0
851,Perception of Democracy,Q248,Gemini-1.5-Pro,Even Scale,5.68
852,Perception of Democracy,Q248,Gemini-1.5-Pro,Reversed Answer Options,0.0
853,Perception of Democracy,Q248,Gemini-1.5-Pro,Emotional Priming,0.0
854,Perception of Democracy,Q248,Gemini-1.5-Pro,Key Typos,0.54
855,Perception of Democracy,Q248,Gemini-1.5-Pro,Letter Swap,2.84
856,Perception of Democracy,Q248,Gemini-1.5-Pro,Synonyms,2.84
857,Perception of Democracy,Q248,Gemini-1.5-Pro,Paraphrase,5.68
858,Perception of Democracy,Q248,Gemini-1.5-Pro,Keyboard Typos,0.0
859,Perception of Democracy,Q248,Gemini-1.5-Pro,Paraphrase x Reversed,5.68
860,Perception of Democracy,Q248,Phi-3.5-mini,Missing Refusal,2.84
861,Perception of Democracy,Q248,Phi-3.5-mini,Even Scale,17.03
862,Perception of Democracy,Q248,Phi-3.5-mini,Reversed Answer Options,5.68
863,Perception of Democracy,Q248,Phi-3.5-mini,Emotional Priming,8.52
864,Perception of Democracy,Q248,Phi-3.5-mini,Key Typos,5.68
865,Perception of Democracy,Q248,Phi-3.5-mini,Letter Swap,2.84
866,Perception of Democracy,Q248,Phi-3.5-mini,Synonyms,2.84
867,Perception of Democracy,Q248,Phi-3.5-mini,Paraphrase,8.52
868,Perception of Democracy,Q248,Phi-3.5-mini,Keyboard Typos,5.68
869,Perception of Democracy,Q248,Phi-3.5-mini,Paraphrase x Reversed,5.68
870,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Missing Refusal,2.84
871,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Even Scale,8.52
872,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Reversed Answer Options,5.68
873,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Emotional Priming,0.0
874,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Key Typos,8.52
875,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Letter Swap,8.52
876,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Synonyms,2.84
877,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Paraphrase,8.52
878,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Keyboard Typos,8.52
879,Perception of Democracy,Q248,Mistral-7B-Instruct-v0.3,Paraphrase x Reversed,5.68
880,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Missing Refusal,2.77
881,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Even Scale,11.4
882,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Reversed Answer Options,7.4
883,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Emotional Priming,6.13
884,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Key Typos,11.64
885,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Letter Swap,3.36
886,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Synonyms,7.56
887,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Paraphrase,12.78
888,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Keyboard Typos,11.02
889,Perception of Democracy,Q248,Qwen-2.5-7B-Instruct,Paraphrase x Reversed,8.3
890,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Missing Refusal,11.36
891,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Even Scale,8.52
892,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Reversed Answer Options,5.68
893,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Emotional Priming,8.52
894,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Key Typos,2.84
895,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Letter Swap,11.36
896,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Synonyms,11.36
897,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Paraphrase,17.03
898,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Keyboard Typos,11.36
899,Perception of Democracy,Q248,Yi-1.5-6B-Chat,Paraphrase x Reversed,8.52
